compound_id,protein_id,molecular_weight,logp,h_bond_donors,h_bond_acceptors,rotatable_bonds,polar_surface_area,compound_clogp,protein_length,protein_pi,hydrophobicity,binding_site_size,mw_ratio,logp_pi_interaction,binding_affinity,active
CID_00262,PID_225,125.87326599309273,5.353673287733232,2,9,4,119.22758444984883,2.60916493042921,1287,5.94771639532752,0.7191255037765294,10.633588646723457,0.09780362548025853,31.842130388677926,7.47785007861447,1
CID_00263,PID_384,347.561235866571,1.8934194805264268,2,6,8,108.5520750666123,1.578518484466578,1463,8.802161319835717,0.7343024769416151,15.416169963476804,0.23756748863060217,16.66618371371315,2.414596823209193,0
CID_00264,PID_286,424.743184860684,4.520324158175674,2,4,7,,1.528847099879933,1318,5.7604966469280505,0.6769199796704343,18.84695230786527,0.3222634179519605,26.039312156198832,6.871020219955074,0
CID_00265,PID_258,325.221681803515,5.2887612687169625,3,2,14,109.48344145942319,1.445682278251446,597,5.234197267699686,0.6887591827306496,13.25466851397449,0.5447599360192882,27.682419782234252,7.030331693329576,1
CID_00266,PID_125,613.2411303931635,0.8321186239902247,0,6,7,100.60057115092104,3.694181427323035,1087,7.470563311642782,0.7146635546295614,16.907439091219477,0.5641592735907668,6.216394863316048,5.478786690164813,0
CID_00267,PID_162,306.98586220393673,3.9794777388784657,0,7,5,108.9987332175958,3.5175486224085564,248,7.618403004613936,0.48560732741507495,13.253661016556098,1.237846218564261,30.317265162665976,7.126423681898488,1
CID_00268,PID_184,405.9955513303016,2.7437302534884926,3,2,4,52.06242649228409,3.1001252324157247,344,6.535972545846183,0.6149194788543544,11.71305285322687,1.1802196259601792,17.932945610008375,5.30221807138809,0
CID_00269,PID_325,463.07405772860915,3.3777159903475313,2,6,4,78.5035213871625,3.7493791359284323,1116,5.777427652951127,0.6876233931208664,17.04083940838342,0.41494091194319815,19.51450976644903,6.859960533994989,0
CID_00270,PID_276,594.1273289066115,4.0215147253075045,3,8,10,83.68885483179066,1.8333764843749905,597,4.21920942299238,0.6208392516225625,22.042948162764457,0.9951881556224649,16.967612823720035,5.510559132611684,0
CID_00271,PID_414,306.41378488205606,2.7691571538296715,1,4,6,81.35116860724168,0.5875983730531757,970,7.964865826932932,0.621185311036181,16.63027082786287,0.31589049987840834,22.055965183944814,6.779059463257668,0
CID_00272,PID_338,566.316375215496,2.486437881257582,3,6,5,65.57331788387553,3.6199714079810867,870,7.542273091906052,0.6874901542799934,13.75843143942017,0.6509383623166621,18.753393526504958,5.74741191446016,0
CID_00273,PID_146,451.0233061019587,3.551228626232037,3,6,3,83.65801009056445,2.732497836220677,627,5.972134016301085,0.6897644974015431,13.95190212035064,0.7193354164305562,21.208413278382523,6.836290037514862,0
CID_00274,PID_377,351.8491348952049,1.8691310917057962,1,1,4,37.49418291547022,3.799417251170749,1240,6.571486974115672,0.6967059354570887,20.72755616829495,0.28374930233484263,12.282970622059246,5.707995386373519,0
CID_00275,PID_464,496.2103474263271,1.8712623066722218,3,7,12,91.3291528127919,3.311305850303142,280,6.227987380974065,0.5707776538279694,15.920940059508458,1.7721798122368824,11.654198032447018,5.577679073988723,0
CID_00276,PID_291,469.905969557347,4.519059924434755,4,6,6,63.155324717722976,2.7117654185645286,383,8.454476289543607,0.5082196639445818,12.702251938140119,1.226908536703256,38.206284982160355,7.136791831212309,1
CID_00277,PID_273,389.97831228412053,1.7768089472620159,2,5,3,25.5989821466669,3.0467034658823424,666,5.254498036454928,0.730438678235251,14.813324809880754,0.5855530214476284,9.33623912454381,5.738699303070402,0
CID_00278,PID_259,456.9802084990019,4.499468751363818,1,3,13,80.41285029498056,4.490906764673705,482,5.755926207176096,0.57575844925115,15.645421388584646,0.9480917188775972,25.898610104344904,6.869357268720465,0
CID_00279,PID_453,411.468640313824,4.193886939280927,4,7,7,118.70286868471307,2.4518567418017243,1294,5.639928513123226,0.5688474643727723,16.407641104798028,0.31798194769229055,23.653222529665594,6.774351323482013,0
CID_00280,PID_312,461.3517345251248,0.9112899068141047,1,4,5,32.47829736974886,3.68411426784756,289,6.872193543730728,0.5598248474587976,19.536116442282097,1.5963727838239612,6.262560614074867,5.285592770346373,0
CID_00281,PID_190,516.2130674521047,2.4836530214965173,1,2,3,73.92390708875865,3.1709031927688955,908,6.567355344436727,0.765103014133554,18.827695482287133,0.5685165941102475,16.311031944451578,2.432011679319397,0
CID_00282,PID_333,608.6016816145352,5.291164104571059,3,7,5,39.44722986230257,0.7904005381437997,841,6.740081796155379,0.6712026812086463,15.59471632944005,0.7236643063193047,35.66287886169017,7.558571990569229,1
CID_00283,PID_264,326.2184501173151,2.0282517032904774,1,5,3,86.42635566802821,1.2231391263028792,402,5.4432714493506005,0.6842523398384535,14.875514362722349,0.8114886818838685,11.04032458861778,5.389759871617009,0
CID_00284,PID_422,663.3033374656267,2.8033936065359186,4,8,13,101.77603077872521,2.7524638519684173,1454,8.281876196492473,0.7189551183227469,16.187957228306285,0.4561921165513251,23.217358779369007,6.382393710369624,0
CID_00285,PID_279,254.79122004774982,4.193091339877845,3,7,7,,2.2027650400179004,798,5.955145871334516,0.6457629469584454,13.175299523074951,0.31928724316760626,24.97047058080206,7.217165409695261,1
CID_00286,PID_208,434.82149049644164,4.675085763923893,0,5,5,69.40967773084851,1.6599001920303371,205,7.92510793927583,0.7512688462665709,17.940028030933544,2.1210804414460567,37.050559304468656,7.283170590757217,1
CID_00287,PID_133,508.83172064845763,3.1226916709332566,2,4,4,76.28293803989608,4.0848878106698905,556,10.266936796737614,0.5303196844020442,14.389584604208137,0.9151649651950677,32.06047802117072,6.625867828845175,0
CID_00288,PID_288,478.0991867735033,2.6037347079625377,3,3,9,110.98521430713137,1.0055124999555636,1369,5.451996735422746,0.5414392994245993,16.47270392735122,0.34923242277100314,14.195553127718652,5.540959682447113,0
CID_00289,PID_426,387.7300480179406,5.633554792547761,2,9,6,45.045712468703044,2.5616312424377154,254,6.910861879845556,0.5359230534333962,20.139760711068007,1.526496252039136,38.93271906383956,7.885574414484078,1
CID_00290,PID_320,429.1877749642725,6.108349495696368,1,4,5,68.6531070804917,1.751196081353131,1290,6.342075634092897,0.6921668497570334,16.65841941158066,0.33270370152269185,38.73961450117957,7.8189913918634515,1
CID_00291,PID_272,400.69990653411674,4.968287076172693,4,8,8,119.26774357330157,4.579337302217703,346,8.937057865907397,0.700641769619869,15.692109498077048,1.1580922154165223,44.40186909419523,8.307871766043196,1
CID_00292,PID_268,391.0635243055788,3.627977213847536,1,4,3,,5.821020349282325,785,6.16321528701788,0.6027417963286497,13.447837628535451,0.4981700946567883,22.36000462533767,5.9192929796090645,0
CID_00293,PID_474,534.9602097021025,2.2876014175386103,1,2,5,70.1374616553276,2.42653155460295,1179,6.798429773021703,0.6267561651211225,14.765777827453556,0.45374063587964586,15.55209758580114,5.0173928649171256,0
CID_00294,PID_165,485.7015485965047,2.254333390165152,0,2,6,84.50325249743744,3.8183435939512,935,6.772241983413592,0.7768070600795233,11.591848206300972,0.5194668968946574,15.266891229487536,6.103887585987878,0
CID_00295,PID_367,380.7090404739346,4.283771157898636,3,5,7,138.17929577735114,4.323700353056821,1455,6.379521476062591,0.5805563804046907,16.599600440269665,0.26165569792022997,27.32841010035186,7.169111555354248,1
CID_00296,PID_370,539.959987543325,4.127597331333026,0,8,9,52.06566682572499,3.8784702917423646,894,7.406568521440214,0.6795432791253286,8.596915714554989,0.6039820889746366,30.57133246343182,6.578819570227645,0
CID_00297,PID_225,480.72995208766093,5.602397889419644,2,5,3,98.88398437392156,3.749255291000911,1319,6.612075680546053,0.5814284128980131,17.905219696562078,0.3644654678450803,37.04347883737416,7.875014532116716,1
CID_00298,PID_346,531.286211883896,4.475675138804209,1,6,4,50.305178228822946,0.6725982576416958,1053,7.078222085654097,0.759597432494017,17.195050677948792,0.5045453104310503,31.67982261569692,7.753496222146724,1
CID_00299,PID_371,512.9628841923612,1.245379547360273,1,3,3,54.8112657237143,4.2115663861220884,447,6.756323245828357,0.7128426184272668,15.294545776539602,1.1475679735847006,8.41418678570941,5.395435667147438,0
CID_00300,PID_358,367.10049890779277,5.077921426584378,2,5,5,67.16398767667336,3.2311299056620086,331,5.7745547291472334,0.5101078573995412,13.400949317358513,1.1090649513830597,29.322735188120888,7.290606626132175,1
CID_00301,PID_337,393.981895980303,2.0029090590283807,4,8,10,91.62107419388882,2.5251471552293037,1293,6.177245528329748,0.6239198970352055,14.95122023294917,0.3047037091881694,12.372461028534207,5.7269590954635605,0
CID_00302,PID_403,524.7293605123261,2.9240430920714724,4,4,8,66.25646572103709,2.7062779884481776,548,7.166507423291552,0.44209932089370796,9.67790991977883,0.957535329402055,20.95517652535459,6.223387535608528,0
CID_00303,PID_190,511.0370265433465,3.8753003093775416,3,5,3,83.32287289728703,3.10942218776301,641,7.161632362284015,0.740045558101083,17.471401809793353,0.7972496513936763,27.753476109207458,7.21434019333401,1
CID_00304,PID_315,447.90984060358517,6.493501234675946,4,1,9,62.062586391530616,2.4951940130021106,455,7.9940108585740335,0.8547308950921435,14.508526382218722,0.9844172320957916,51.90911938016341,9.482839203836383,1
CID_00305,PID_329,461.7327383308782,8.164877834008042,1,5,10,82.0372049654839,2.374104834911624,704,8.731092977406403,0.431955887999945,19.54569352489507,0.6558703669472702,71.28830751788882,10.272539769933005,1
CID_00306,PID_254,577.7664895788425,4.410084588704274,2,6,4,47.55746018133727,1.6267761335263196,615,5.874717347310789,0.5072901309062953,16.175970855373635,0.9394577066322642,25.908000436368965,6.752868365039995,0
CID_00307,PID_402,390.842861116417,3.2252050719194183,1,3,7,48.17902397982962,3.41220248459582,518,6.661848989935567,0.6667320083569853,15.694301310988704,0.754522897908141,21.485829150701445,6.158267543590699,0
CID_00308,PID_263,504.7097381170038,4.301758472720826,1,6,9,67.16161736545223,2.60611225936132,515,6.267913028537833,0.6481541189710547,16.202844414324208,0.9800189089650558,26.96304797678987,6.907038943070233,0
CID_00309,PID_244,429.78073475661057,4.8314831388107535,4,5,7,95.2770831898638,1.8485133704312702,1185,5.1712308351213485,0.6089154828194879,12.073468241098444,0.3626841643515701,24.984714586787046,6.679570349095624,0
CID_00310,PID_400,428.23187967727796,3.0189985616642123,2,5,12,84.84490897829043,2.917327210504444,1197,7.177466166565306,0.47623799827488666,13.647018398859844,0.35775428544467663,21.66876003325421,6.792632342719565,0
CID_00311,PID_453,559.8776851987191,6.192817033868483,0,6,3,60.640673177826265,2.8513937444557085,529,7.433404596807026,0.6823446829975129,15.398846800832,1.0583699153094879,46.033714606742834,8.858253303287025,1
CID_00312,PID_289,532.541634898803,3.845106138787103,3,6,3,51.710763517707,3.4069836751461895,1355,5.207610528576182,0.7387513851946979,14.09230719984027,0.3930196567518841,20.023815211840628,6.661571296569406,0
CID_00313,PID_228,531.3509636000639,4.246614633637091,1,7,6,105.84526087715017,2.7641424334382125,1367,6.050600792989617,0.9346985448754231,13.270462584130826,0.3886985834674937,25.6945698698059,7.155625686206018,1
CID_00314,PID_375,580.5478807154329,4.498886378081692,2,6,7,114.08108145603643,3.540187701487067,1470,5.933492573084788,0.7807287922136821,14.152811039106238,0.39493053109893395,26.694108911500038,6.743168325473235,0
CID_00315,PID_296,452.1003841632759,4.132379915921684,2,5,4,92.69310960374676,2.472287898952752,1286,4.689890356129799,0.5201284008058763,15.132389746178607,0.3515555086806189,19.380408715545574,5.958464942180548,0
CID_00316,PID_291,518.1952971294963,4.758410750704418,0,6,3,88.88856263437165,2.5586310250303885,1459,6.456347203801853,0.6488108588838232,21.95622680121571,0.35517155389273225,30.721951944851146,7.452710958555793,1
CID_00317,PID_448,418.9733243406544,2.574120220179615,2,6,7,26.55502862593257,3.133073014595074,1000,5.125709988273718,0.7092077721448715,14.023825934970379,0.41897332434065443,13.194193723591995,5.804181621158979,0
CID_00318,PID_425,482.4166352488442,2.6625473690809542,5,5,7,94.84098660939078,3.2645759881228997,322,6.690792429506391,0.5811738552476704,12.967711563739863,1.4981883082262242,17.81455178024901,6.616952903523502,0
CID_00319,PID_354,436.98569456323156,1.8497686505424578,2,10,6,119.7103697613934,4.2539403746964055,469,6.822945829951749,0.728001200154289,14.541813024229144,0.9317392208171249,12.620871300594136,4.952999852883066,0
CID_00320,PID_152,459.6995964992718,4.159251845930339,3,4,0,106.8053258608289,4.057265816039687,207,6.971627339965671,0.7203377789936934,19.504784695497342,2.2207709975810235,28.99675388289064,6.907583083902127,0
CID_00321,PID_208,509.51570254369136,4.668404755268171,0,8,2,105.45141685147745,2.747677790962681,929,7.029586613275856,0.7737359715735833,19.719275160420484,0.5484560845464923,32.81695557298649,7.544172451903757,1
CID_00322,PID_448,368.17793167665275,4.186659299227829,2,6,8,38.616906990102194,1.107827549048576,541,8.337128859917042,0.7302242753267519,20.847294227064097,0.6805507055021308,34.90471807023239,7.228754976634228,1
CID_00323,PID_207,659.238727568546,6.0117386500213055,1,4,6,62.39219476249652,3.6208247568766185,885,5.529624631021291,0.6785143650107759,15.182926509679717,0.7449025170266056,33.2426581144205,7.215792025184668,1
CID_00324,PID_288,349.3982618500298,3.4916059717564303,3,5,8,76.37901276174696,3.4333780911115324,1027,5.589821820779316,0.5862068252991115,16.924776808792434,0.3402125237098635,19.517455250487462,6.2106427454576005,0
CID_00325,PID_429,328.5811387212268,4.503112483388769,2,4,5,62.2088785878566,3.060428712801436,535,7.28619667661137,0.5206921405506842,11.849926575909386,0.6141703527499567,32.81056321087442,6.933833226166936,0
CID_00326,PID_380,565.8110873500068,1.8624486857910285,1,6,7,51.00312413380109,3.7278402600588882,947,6.341622169621143,0.6719016138153953,13.939677680732299,0.5974773889651603,11.810945875594149,6.093065819492024,0
CID_00327,PID_128,529.1662693962936,,2,2,4,90.47789681642313,2.3577032935118463,1060,7.850391928469932,0.6096165908289649,11.654745668008735,0.4992134616946166,22.918045179917538,7.34973918865079,1
CID_00328,PID_214,512.4119817052156,4.5433066363486665,1,2,6,,0.8859707481342545,455,7.174026550839253,0.6192802762326857,16.419776271360877,1.1261801795719024,32.59380243776951,7.134239497687845,1
CID_00329,PID_134,512.8345509264279,4.773653166114716,2,9,10,45.09003586363213,1.7507685913833018,315,8.801733593951433,0.7621790490719369,15.115238288606744,1.6280461934172314,42.016423438064514,7.795008202724411,1
CID_00330,PID_402,448.77532271530856,3.0590495785037266,5,1,6,105.94794671351416,-0.6763095645175978,990,6.390405860272771,0.786892401380586,15.678568979836886,0.45330840678313994,19.548568353335163,5.896574573737537,0
CID_00331,PID_259,360.2745628514168,3.3926011222129,3,3,9,85.58132625307823,3.3326032552487628,1308,4.721552513616099,0.5264633383746696,12.461367544637088,0.2754392682350281,16.018344356281116,5.630489630942352,0
CID_00332,PID_226,457.5804558193726,1.2231893799787859,4,4,5,120.57583237265733,2.7207694669463454,249,6.908793703974976,0.6289569394084812,17.55206197406897,1.8376725133308138,8.450763087166491,4.9758593886202505,0
CID_00333,PID_401,382.28382884878886,2.964456198790086,2,3,6,99.87077034480701,3.8328428264813086,1387,6.413991010503105,0.6066794829703434,7.778914212653981,0.27561919888160696,19.013995410069818,6.5894303466105635,0
CID_00334,PID_135,547.5119733417752,4.835574745279679,2,2,2,,3.704272185280017,1371,7.141384983817485,0.6814908642002672,14.24391545349665,0.3993522781486325,34.53270087406736,8.49962088962721,1
CID_00335,PID_170,435.29426184978615,4.36280752415985,0,6,7,83.44327731694395,2.2122310319424914,754,7.295128624010244,0.42337223110238387,14.680066232364132,0.5773133446283636,31.827242050545788,7.164864498122152,1
CID_00336,PID_493,367.45028032074885,4.250998582071815,2,2,3,80.05325681329137,1.8105825186364246,1359,5.858541781884893,,8.935192489625186,0.27038284055978573,24.904652807801163,6.458219379833559,0
CID_00337,PID_401,417.86141583470067,3.5746605307714403,1,7,9,125.46444757835303,1.8547008570538321,1441,5.289193209769814,0.6382505066961595,16.15238519510252,0.2899801636604446,18.90707020658846,5.903862516131529,0
CID_00338,PID_197,491.2931454275624,3.510594737942265,1,10,9,95.30136095405312,5.098102448950932,705,6.324867979985137,0.7286115204305316,14.480207627686957,0.6968697098263297,22.204048248715342,6.629095288841228,0
CID_00339,PID_196,393.6275447196025,2.5095182907898295,2,1,3,70.80037557055803,2.6183973479745553,433,3.6425701570706526,0.6575290737453574,16.68335068743598,0.909070542077604,9.141096434653985,5.580013984799343,0
CID_00340,PID_125,367.77796044335685,4.548242630303802,3,2,3,94.23197543362667,2.471850244352033,974,6.596800710543461,0.7171507073057702,20.999485786603866,0.37759544193363126,30.003850215312184,7.227077421861,1
CID_00341,PID_275,474.36872114919123,4.131459416584085,1,4,7,91.65218245638302,3.1497373792976076,1338,6.011074309836603,0.6697308377686987,15.973871622750828,0.3545356660307857,24.834509561161113,6.6097253675173135,0
CID_00342,PID_275,474.49665711087226,4.238028271989199,2,4,8,69.4295412574082,0.8962035363128236,388,7.534010053391217,0.7776289573744115,17.91798391346899,1.2229295286362687,31.929347607722832,7.784091141126555,1
CID_00343,PID_112,399.30568246288703,2.710947735998629,1,8,5,59.496297284083965,2.3233509431827466,1420,4.116981759748262,0.798588754883218,19.142859269754087,0.28120118483301904,11.160922380737203,5.902548787297217,0
CID_00344,PID_257,402.8961694381677,0.26998562019313344,2,6,8,109.5488524387884,1.7720235637378403,749,6.507614371760765,0.5739537112834506,16.476081288834557,0.5379121087291958,1.7569623021375784,4.946288922113568,0
CID_00345,PID_323,569.6568899137295,,1,2,8,73.44008277546928,1.520395474865133,723,8.391469141660567,0.7383645339787552,12.40237325306639,0.6545020660245694,43.18022668236751,8.385779322022382,1
CID_00346,PID_324,305.1915658502676,2.7817438159873937,1,6,4,72.03628777374932,2.485427103118593,1020,7.310481593541223,0.7008119548467056,10.079498006274957,0.2992074175002623,20.335886964722963,6.290860456099368,0
CID_00347,PID_293,309.2536225623445,2.205836353935319,3,8,7,94.54546919783047,2.856688297151794,213,7.6768063948254355,0.9004668145083472,16.12313429851222,1.4518949416072513,16.933778627829078,5.821028118252753,0
CID_00348,PID_224,378.15557787475643,4.54021836787099,3,8,5,67.05559060926355,1.2940731501572054,1166,6.907680227155937,0.5702164980985883,13.799226532492199,0.3243186774226041,31.362376646712637,7.416908275253068,1
CID_00349,PID_106,428.6552848288153,2.9119810401213053,1,2,6,85.71600347200265,2.3612882511845594,1059,4.506159116119209,0.6383264468968182,18.850803202761973,0.4047736400649814,13.121849909908915,5.966581477924891,0
CID_00350,PID_411,481.09075655980047,5.089904576069933,0,5,4,70.49393088492806,2.8959751022883102,1468,6.699835007722973,0.5467726366684132,13.574630517063655,0.3277184990189376,34.101520864722694,7.732329965940591,1
CID_00351,PID_385,597.5356216949552,4.4255089243650465,3,4,9,,3.3419098542947543,632,6.9901872320768055,0.5527063767898,14.957078816696187,0.9454677558464482,30.935135978538504,6.742836891330278,0
CID_00352,PID_337,535.7659623202019,4.5253539848007165,3,3,6,89.65875783568495,2.4725895914023908,811,5.206130546971071,0.6885564021645101,11.522967909970502,0.66062387462417,23.55958361612827,6.690472708107562,0
CID_00353,PID_154,434.0061470036573,1.4510664331991987,3,8,4,,3.1960378647199557,661,6.3481353879688,0.6705543420539111,13.968501985074496,0.6565902375244437,9.2115661748855,5.2878993674828365,0
CID_00354,PID_317,448.0983792097311,5.317915978079601,0,3,4,88.84564838101792,2.377295995317686,1077,3.0187152451473005,0.7041451093908179,12.171494999697131,0.41606163343521924,16.05327403544131,5.859133943870026,0
CID_00355,PID_316,349.7470635362191,3.891875796850784,0,7,4,28.111287632326324,4.337768863378364,483,6.09908218886983,0.7019753727449066,12.445418860722718,0.7241140031805778,23.736870353866195,6.954129364892756,0
CID_00356,PID_269,448.148686400761,2.9460842911306955,0,2,5,46.233100714166575,3.4528216076393115,822,5.976348868620437,0.6264361247175589,14.84155725654909,0.5451930491493443,17.606827520159374,6.2280116471572695,0
CID_00357,PID_105,421.1341361079862,3.7150827010133765,4,1,6,109.06303624622144,1.9945962281698186,999,8.182687226736018,0.6257460931301837,13.179246097500004,0.42155569179978597,30.3993597638501,7.870307925210187,1
CID_00358,PID_363,482.27185603380894,0.83564715065252,1,5,5,81.84754668997607,2.205608297295603,916,5.776132276845568,0.5529201267528085,22.887714606385234,0.5264976594255556,4.8268084789380525,5.190357699277288,0
CID_00359,PID_428,367.2769056447677,4.112979217221007,3,4,5,32.66242830581911,3.2707396664602815,733,6.180371529685425,0.5798845695715406,17.50768245342105,0.5010598985603925,25.419739656300557,6.775791573365375,0
CID_00360,PID_227,501.93465142411725,1.9559427377268928,0,4,8,82.11475165720283,2.1699609303893777,881,6.40492546726783,0.6443198223442059,18.25391973833752,0.5697328620024033,12.527667453384538,5.644893966579658,0
CID_00361,PID_174,603.2738913002578,1.4709945712346983,0,4,9,40.755071578881065,0.48393192419165576,1220,5.791615971283544,0.669702964184208,14.66732100828318,0.49448679614775226,8.519435652434268,5.0730905873090135,0
CID_00362,PID_315,439.12398515431425,1.216461220673163,4,3,4,65.66764115533587,3.1548667520546703,1380,7.363749706198591,0.7210787891588589,15.31725653604735,0.318205786343706,8.957715956333983,2.3291732031140753,0
CID_00363,PID_425,490.17117220989417,5.169032562484888,1,0,6,86.33949016018002,2.3400327109188033,933,4.109129583371743,0.7108860659792173,13.71122116303049,0.5253710313074964,21.2402246199185,6.584205879957304,0
CID_00364,PID_139,519.0143991711112,2.556104909460817,2,2,4,86.37557812361305,3.6158359055560734,360,7.863892044972956,0.8057076765565733,22.87314270139604,1.4417066643641978,20.100933063625234,6.38479986676577,0
CID_00365,PID_283,409.8779528114164,5.800591564874749,4,3,3,105.17136161031587,2.8490080930874866,373,6.485746258020957,0.5527311907502431,14.67340854419759,1.0988685061968269,37.62116503619433,7.41084243253763,1
CID_00366,PID_179,472.4092481810417,2.6962978054215534,1,4,7,91.63180239692879,3.5750727572856342,1104,8.061976561754511,0.6267414589355931,13.18874700229544,0.42790692770021893,21.73748971081869,6.734985544756942,0
CID_00367,PID_372,451.25924007817946,0.9389630636105801,0,2,8,93.2068881248307,5.822841901313981,225,3.2033214294628745,0.5614695443802229,12.737987338054058,2.0055966225696866,3.0078005031378834,4.366716480096532,0
CID_00368,PID_443,459.7676098548832,,1,6,9,70.46323717411043,4.338495688532452,636,3.576524815266671,0.7777287069362071,16.006050080841437,0.7229050469416403,6.527920803941196,5.098632002087048,0
CID_00369,PID_490,372.6990216144534,5.353717430010408,2,5,7,58.7400223646475,2.379160302356973,958,6.1496257284974,,19.263066128223624,0.38903864469149624,32.92335845069698,7.541106347786814,1
CID_00370,PID_395,452.4510174258943,,1,1,4,81.22305579660043,3.307800378225646,210,7.107098465600673,0.7655027452444636,18.260878515696444,2.1545286544090203,23.212869077796913,6.306311552212153,0
CID_00371,PID_203,499.799829124545,,1,8,7,105.50231394915727,2.941132320191936,1461,5.834080740796191,0.795278613372606,12.731023837301887,0.3420943388942813,15.62115405746813,5.691454278826453,0
CID_00372,PID_413,595.1143607795042,3.7400273387791816,1,6,6,100.65162500964006,3.1220794488297687,818,7.200614996099018,0.6913436963460782,12.657169956158542,0.7275236684346017,26.930496941433677,6.83838499656631,0
CID_00373,PID_446,545.9270826085207,4.252674104251318,3,1,5,74.97234120897299,0.9188977985206055,1224,7.677571708931556,0.679305882772503,18.7388055268446,0.44601885834029464,32.65021039010576,7.672520847127707,1
CID_00374,PID_409,665.3182457511557,5.176098223853691,1,9,8,78.50896492345345,4.065296812179724,722,7.299199456425642,0.653864514548458,21.304144120803127,0.9214934151678057,37.78137334195859,8.094111011435839,1
CID_00375,PID_108,373.26524371119507,5.67274884483939,1,3,4,57.44046283254076,0.033665095928397726,287,6.623922205256098,0.6182893963833578,14.564992477026735,1.3005757620599132,37.57584703817251,7.806856142689444,1
CID_00376,PID_406,537.2320636720679,2.9603470313163713,3,9,4,108.76266438913864,2.77944533121121,441,6.614723419584868,0.6062615236171934,18.61987022509485,1.218213296308544,19.58187683814694,6.246517206175428,0
CID_00377,PID_237,468.3342005738352,1.5109284708769426,1,4,10,120.37798910199274,0.6920192811967256,1208,5.76224589633394,0.6352583276285693,10.601735683111958,0.38769387464721455,8.706341380964776,5.285795496877083,0
CID_00378,PID_148,668.9802933217672,2.879802258315086,2,3,7,90.98321105388183,1.9558261978481597,1355,6.433550810955467,,12.469426497081566,0.4937123935954002,18.527354154374404,6.5618540004379575,0
CID_00379,PID_257,369.17017146448484,3.8904207598743294,0,7,5,39.10783953700325,3.051576855567352,797,5.270922935318327,0.5458144785033819,11.971205272225259,0.46319971325531345,20.506108011260157,5.83102329940796,0
CID_00380,PID_364,366.0278157819224,2.054361610684084,1,5,4,96.83497809177474,3.842349328076169,310,5.558324639166731,0.670460922377599,16.236641385443612,1.1807348896191046,11.418808758423594,5.726355066533546,0
CID_00381,PID_273,390.0607354555978,2.0642736276574354,3,6,3,121.36320768330768,4.026389539951859,488,7.117237039456106,0.72113059641874,14.463071933884123,0.7993047857696677,14.691924722335921,5.9898991825893315,0
CID_00382,PID_477,237.61042756901932,4.0156818223248285,1,3,3,52.03762759805067,2.568362179094225,273,5.944542642162381,0.6215624158657644,15.714277934033992,0.8703678665531843,23.87139183016628,6.664775473353962,0
CID_00383,PID_481,397.4244978319239,3.427021472644323,4,7,6,101.14617415450246,3.988619789051807,307,5.6149257269968,,18.657347966550894,1.2945423382147356,19.24247103372107,5.870055722267705,0
CID_00384,PID_381,374.0867338446302,3.54919549311738,2,5,10,75.29978769830811,2.7248595260578177,1000,7.039077215821992,0.499539818731656,13.040501448564596,0.3740867338446302,24.983061130100648,6.632994743870889,0
CID_00385,PID_291,465.03937864762077,2.3622569979498955,0,8,3,111.09613064394352,1.9453722363233692,936,6.955879588316501,0.782504314631518,15.281979319838603,0.49683694299959485,16.431575234397492,5.81147393981986,0
CID_00386,PID_261,484.17559757771596,3.154398928691349,4,7,6,51.05570478237187,3.2479661049001223,1328,6.241640497461667,0.763114871144109,10.986203342776278,0.3645900584169548,19.68862409846962,6.496726558229379,0
CID_00387,PID_326,637.6170839215886,2.1136502835975435,2,3,6,69.15832002285984,1.6990009091046772,276,6.321277483134034,0.640157410062635,18.491357147225578,2.310206825802857,13.360969944925017,5.842981736707869,0
CID_00388,PID_227,545.042383818605,4.83529761668718,1,5,10,40.8019536221341,2.6401698050337283,402,6.999137467855888,0.5620164134694932,18.289241140989603,1.3558268254194155,33.84291271718952,7.609758019769538,1
CID_00389,PID_126,392.3096344337597,5.052874002085629,1,9,4,88.48842703030672,2.2255556161122687,1050,7.662748539660669,0.7292898147586908,16.08566444229838,0.3736282232702473,38.71890288057101,8.001783880990686,1
CID_00390,PID_183,360.1585328651642,0.7307182066428592,2,5,7,93.82755626598026,0.9399499556850452,1464,6.741302790984514,,15.359808306536133,0.24600992682046735,4.925992685864705,5.36318508968325,0
CID_00391,PID_315,641.5540686793722,-0.3284289689584865,1,6,7,88.59919671266378,3.1954820187880077,999,5.069559307547465,0.5495375934090398,13.472556196310446,0.49969160875941,10.675141927283804,5.807656934241639,0
CID_00392,PID_268,317.9766792979358,1.2552061173648816,2,4,9,67.10698103595205,2.9727962775598877,906,6.234287008683858,0.6446390508931317,10.81335241589957,0.3509676371941896,7.8253151907083875,5.154167931420037,0
CID_00393,PID_182,633.1458765854354,2.5249640983896526,2,6,8,69.01465475571197,4.1806138846668475,1428,6.0114201946479,0.8018041566988016,15.916625823783525,0.4433794653959632,15.178620171820484,5.4103390533218505,0
CID_00394,PID_117,567.9440120721287,,1,6,8,71.81992499020325,0.557840485986933,611,5.236416672350665,0.714058185593532,17.26860243198326,0.9295319346516018,17.67208438905132,6.244288404396773,0
CID_00395,PID_405,403.08243478952954,1.3255321704522047,1,5,5,,1.9440454701452832,1437,7.0975193187225205,0.5853004830010715,21.058114833159735,0.2805027381973066,9.407990187372716,5.724083498758242,0
